,race,social_class,income,president,sex,urban
2211,White,Middle class,99999.0,1.0,Female,Suburb
2212,Multiple,Middle class,149999.0,0.0,Male,Suburb
2213,White,Working class,300000.0,0.0,Male,Small town
2214,White,Middle class,69999.0,1.0,Female,Suburb
2215,White,Working class,34999.0,0.0,Female,Suburb
2216,Hispanic,Middle class,64999.0,1.0,Female,City
2217,Hispanic,Lower class,14999.0,1.0,Female,City
2218,White,Lower class,29999.0,1.0,Female,City
2219,White,Middle class,249999.0,0.0,Male,Suburb
2220,Asian,Working class,79999.0,0.0,Male,Suburb
2221,White,Middle class,149999.0,1.0,Female,City
2222,White,Working class,109999.0,1.0,Female,Suburb
2223,White,Middle class,124999.0,1.0,Female,City
2224,White,Upper class,300000.0,1.0,Female,City
2225,Hispanic,Working class,24999.0,1.0,Female,Suburb
2226,White,Working class,39999.0,0.0,Female,Small town
2227,White,Middle class,89999.0,1.0,Female,City
2228,White,Working class,39999.0,0.0,Female,Small town
2229,White,Working class,9999.0,1.0,Female,Rural area
2230,White,Middle class,300000.0,0.0,Female,Rural area
2231,White,Middle class,249999.0,0.0,Male,Suburb
2232,Hispanic,Working class,79999.0,0.0,Male,City
2233,White,Middle class,44999.0,1.0,Male,City
2234,White,Working class,39999.0,1.0,Male,City
2235,White,Middle class,79999.0,1.0,Female,Suburb
2236,White,Working class,99999.0,1.0,Female,Rural area
2237,White,Lower class,59999.0,0.0,Male,Suburb
2238,White,Working class,59999.0,0.0,Male,Suburb
2239,White,Middle class,19999.0,1.0,Female,Suburb
2240,White,Middle class,89999.0,0.0,Female,Rural area
2241,White,Working class,49999.0,1.0,Male,Rural area
2242,White,Lower class,19999.0,0.0,Female,City
2243,White,Working class,79999.0,1.0,Female,City
2244,Native American,Lower class,9999.0,0.0,Female,City
2245,White,Lower class,59999.0,0.0,Male,Rural area
2246,White,Middle class,89999.0,1.0,Female,Small town
2247,White,Working class,64999.0,1.0,Female,Suburb
2248,Hispanic,Middle class,14999.0,0.0,Female,City
2249,White,Middle class,59999.0,1.0,Male,Suburb
2250,White,Middle class,79999.0,1.0,Female,Rural area
2251,Hispanic,Working class,9999.0,1.0,Female,Small town
2252,Hispanic,Lower class,14999.0,1.0,Male,City
2253,Black,Working class,9999.0,1.0,Female,Suburb
2254,White,Middle class,249999.0,1.0,Male,Suburb
2255,White,Middle class,149999.0,1.0,Male,Suburb
2256,Multiple,Middle class,124999.0,1.0,Female,Suburb
2257,White,Middle class,9999.0,1.0,Male,Suburb
2258,White,Working class,109999.0,1.0,Male,City
2259,White,Middle class,174999.0,0.0,Male,Suburb
2260,White,Middle class,34999.0,0.0,Female,Small town
2261,White,Middle class,149999.0,1.0,Male,Rural area
2262,White,Working class,44999.0,0.0,Female,Small town
2263,White,Working class,69999.0,1.0,Male,Suburb
2264,White,Middle class,44999.0,0.0,Female,City
2265,White,Middle class,69999.0,1.0,Male,Rural area
2266,Black,Working class,49999.0,0.0,Female,Suburb
2267,White,Working class,64999.0,0.0,Male,Suburb
2268,White,Middle class,174999.0,0.0,Female,Suburb
2269,Hispanic,Working class,99999.0,0.0,Female,Suburb
2270,White,Middle class,149999.0,1.0,Male,Suburb
2271,Multiple,Middle class,109999.0,1.0,Male,Rural area
2272,White,Upper class,300000.0,1.0,Male,Small town
2273,White,Working class,149999.0,0.0,Male,Small town
2274,Hispanic,Working class,24999.0,0.0,Male,City
2275,Hispanic,Middle class,249999.0,0.0,Female,Suburb
2276,White,Working class,174999.0,1.0,Male,Small town
2277,White,Working class,39999.0,1.0,Male,Rural area
2278,White,Working class,74999.0,1.0,Female,City
2279,Asian,Middle class,174999.0,1.0,Female,Suburb
2280,White,Middle class,109999.0,0.0,Male,Suburb
2281,White,Middle class,124999.0,0.0,Male,Rural area
2282,White,Middle class,109999.0,0.0,Female,Rural area
2283,White,Middle class,99999.0,0.0,Female,Small town
2284,White,Working class,300000.0,0.0,Male,Small town
2285,Hispanic,Middle class,24999.0,1.0,Male,Small town
2286,Hispanic,Lower class,24999.0,1.0,Male,Small town
2287,White,Middle class,249999.0,1.0,Male,Rural area
2288,White,Lower class,64999.0,1.0,Female,Small town
2289,Hispanic,Middle class,14999.0,1.0,Male,City
2290,Black,Middle class,300000.0,0.0,Male,City
2291,White,Middle class,89999.0,0.0,Female,Rural area
2292,White,Middle class,59999.0,0.0,Female,City
2293,White,Middle class,99999.0,1.0,Female,Suburb
2294,White,Middle class,89999.0,1.0,Male,City
2295,White,Middle class,24999.0,0.0,Female,Rural area
2296,Asian,Middle class,64999.0,1.0,Male,Suburb
2297,White,Working class,174999.0,0.0,Male,Rural area
2298,White,Upper class,300000.0,1.0,Male,City
2299,White,Middle class,109999.0,1.0,Male,City
2300,White,Middle class,79999.0,1.0,Female,Suburb
2301,Multiple,Middle class,109999.0,0.0,Female,Suburb
2302,White,Middle class,79999.0,0.0,Male,Suburb
2303,White,Working class,74999.0,0.0,Male,Suburb
2304,White,Middle class,39999.0,0.0,Female,Small town
2305,White,Working class,109999.0,0.0,Male,City
2306,Hispanic,Middle class,99999.0,1.0,Female,City
2307,White,Working class,29999.0,1.0,Male,Small town
2308,White,Working class,9999.0,1.0,Female,Small town
2309,White,Middle class,69999.0,1.0,Female,Rural area
2310,White,Working class,64999.0,0.0,Female,Rural area
2311,Black,Working class,9999.0,1.0,Female,Small town
2312,White,Middle class,24999.0,0.0,Female,City
2313,White,Working class,124999.0,1.0,Male,Small town
2314,White,Lower class,9999.0,1.0,Female,Small town
2315,White,Working class,124999.0,1.0,Male,City
2316,White,Working class,79999.0,1.0,Male,Suburb
2317,White,Working class,44999.0,1.0,Female,City
2318,White,Middle class,24999.0,0.0,Male,City
2319,Hispanic,Working class,89999.0,0.0,Male,Small town
2320,Black,Middle class,109999.0,1.0,Female,Suburb
2321,Black,Middle class,9999.0,1.0,Female,City
2322,White,Upper class,300000.0,0.0,Female,Small town
2323,Black,Middle class,79999.0,1.0,Female,Suburb
2324,White,Working class,14999.0,0.0,Female,Rural area
2325,White,Middle class,14999.0,1.0,Female,Small town
2326,White,Working class,64999.0,1.0,Female,Suburb
2327,Black,Working class,39999.0,1.0,Male,City
2328,White,Middle class,109999.0,0.0,Female,Rural area
2329,White,Lower class,14999.0,1.0,Female,City
2330,White,Middle class,89999.0,1.0,Male,City
2331,White,Upper class,9999.0,0.0,Male,Small town
2332,White,Middle class,9999.0,0.0,Female,Small town
2333,White,Middle class,149999.0,0.0,Female,Rural area
2334,White,Middle class,300000.0,1.0,Male,City
2335,White,Middle class,109999.0,1.0,Male,Suburb
2336,White,Middle class,9999.0,1.0,Female,City
2337,White,Middle class,109999.0,1.0,Female,City
2338,White,Working class,124999.0,1.0,Male,Suburb
2339,White,Middle class,300000.0,1.0,Female,Suburb
2340,White,Working class,69999.0,0.0,Male,Small town
2341,Asian,Middle class,174999.0,1.0,Male,Rural area
2342,White,Middle class,89999.0,1.0,Male,City
2343,Black,Working class,49999.0,1.0,Female,Suburb
2344,White,Middle class,149999.0,1.0,Female,Suburb
2345,White,Working class,69999.0,1.0,Male,City
2346,Black,Lower class,19999.0,1.0,Female,City
2347,White,Middle class,124999.0,1.0,Male,Suburb
2348,White,Middle class,9999.0,0.0,Male,Small town
2349,White,Middle class,44999.0,0.0,Female,Small town
2350,White,Lower class,24999.0,0.0,Male,City
2351,White,Middle class,34999.0,0.0,Male,Small town
2352,Native American,Working class,49999.0,1.0,Male,City
2353,White,Working class,14999.0,1.0,Male,Small town
2354,White,Lower class,14999.0,1.0,Female,Small town
2355,Hispanic,Working class,44999.0,0.0,Male,Rural area
2356,White,Working class,69999.0,0.0,Female,Small town
2357,White,Upper class,249999.0,0.0,Male,Suburb
2358,White,Working class,19999.0,0.0,Male,Rural area
2359,Hispanic,Working class,109999.0,0.0,Male,City
2360,White,Middle class,29999.0,0.0,Female,Rural area
2361,White,Working class,49999.0,1.0,Male,Small town
2362,White,Upper class,124999.0,1.0,Female,City
2363,White,Middle class,89999.0,0.0,Male,Suburb
2364,White,Upper class,300000.0,1.0,Male,City
2365,Hispanic,Middle class,109999.0,1.0,Male,City
2366,Black,Lower class,9999.0,1.0,Male,City
2367,White,Middle class,249999.0,1.0,Male,Small town
2368,White,Middle class,149999.0,0.0,Male,Suburb
2369,Hispanic,Working class,44999.0,1.0,Female,Small town
2370,Black,Working class,149999.0,1.0,Female,Suburb
2371,White,Middle class,19999.0,0.0,Male,Small town
2372,White,Middle class,59999.0,0.0,Male,Rural area
2373,White,Middle class,99999.0,1.0,Female,Suburb
2374,White,Middle class,124999.0,1.0,Male,City
2375,Asian,Middle class,124999.0,1.0,Female,Small town
2376,White,Middle class,174999.0,0.0,Male,Small town
2377,White,Middle class,149999.0,1.0,Male,City
2378,White,Middle class,249999.0,0.0,Male,City
2379,White,Middle class,249999.0,1.0,Female,City
2380,White,Working class,59999.0,1.0,Female,Suburb
2381,Hispanic,Middle class,9999.0,1.0,Male,City
2382,White,Middle class,249999.0,1.0,Male,City
2383,White,Middle class,109999.0,0.0,Female,Suburb
2384,Black,Lower class,14999.0,1.0,Female,Small town
2385,White,Working class,34999.0,1.0,Male,Small town
2386,White,Working class,109999.0,1.0,Female,Rural area
2387,White,Working class,39999.0,1.0,Female,Suburb
2388,White,Middle class,174999.0,0.0,Female,Suburb
2389,White,Middle class,109999.0,1.0,Male,City
2390,White,Working class,49999.0,0.0,Male,Suburb
2391,White,Lower class,9999.0,0.0,Female,Rural area
2392,White,Working class,44999.0,0.0,Female,City
2393,White,Working class,24999.0,1.0,Female,Small town
2394,Multiple,Working class,24999.0,1.0,Female,Small town
2395,Black,Middle class,59999.0,1.0,Male,Suburb
2396,White,Working class,99999.0,1.0,Female,City
2397,Native American,Working class,69999.0,0.0,Female,Small town
2398,Black,Middle class,69999.0,1.0,Female,City
2399,White,Working class,49999.0,0.0,Male,Rural area
2400,White,Lower class,34999.0,0.0,Male,Small town
2401,White,Middle class,29999.0,0.0,Female,Small town
2402,Black,Middle class,9999.0,1.0,Female,City
2403,White,Middle class,39999.0,1.0,Male,City
2404,White,Middle class,89999.0,1.0,Male,Suburb
2405,Black,Working class,99999.0,1.0,Male,City
2406,Hispanic,Middle class,249999.0,1.0,Female,Suburb
2407,Multiple,Middle class,59999.0,0.0,Female,City
2408,White,Middle class,29999.0,1.0,Male,City
2409,Asian,Working class,44999.0,1.0,Female,City
2410,White,Middle class,74999.0,0.0,Female,Small town
2411,White,Middle class,174999.0,1.0,Male,Suburb
2412,White,Lower class,14999.0,1.0,Male,City
2413,White,Middle class,9999.0,0.0,Female,Small town
2414,White,Middle class,89999.0,1.0,Male,Small town
2415,White,Lower class,9999.0,1.0,Female,Small town
2416,Asian,Middle class,34999.0,0.0,Female,City
2417,White,Lower class,24999.0,0.0,Male,Suburb
2418,White,Upper class,174999.0,1.0,Female,City
2419,White,Middle class,174999.0,0.0,Male,Rural area
2420,White,Working class,24999.0,0.0,Male,Rural area
2421,White,Middle class,249999.0,1.0,Male,Suburb
2422,White,Middle class,174999.0,1.0,Male,Suburb
2423,Black,Middle class,174999.0,1.0,Male,Suburb
2424,Hispanic,Middle class,69999.0,1.0,Male,City
2425,White,Working class,44999.0,1.0,Female,Small town
2426,White,Working class,124999.0,0.0,Male,Small town
2427,White,Middle class,300000.0,0.0,Female,Suburb
2428,Asian,Working class,89999.0,1.0,Female,Suburb
2429,White,Middle class,124999.0,0.0,Female,Small town
2430,Black,Working class,124999.0,1.0,Female,Suburb
2431,Black,Working class,34999.0,1.0,Female,City
2432,White,Working class,69999.0,0.0,Male,Rural area
2433,White,Middle class,39999.0,1.0,Male,City
2434,White,Working class,19999.0,1.0,Male,Small town
2435,Hispanic,Middle class,59999.0,1.0,Female,City
2436,Asian,Middle class,174999.0,1.0,Male,City
2437,Asian,Upper class,74999.0,1.0,Male,Suburb
2438,White,Working class,14999.0,0.0,Male,Rural area
2439,White,Middle class,49999.0,0.0,Female,Small town
2440,Asian,Middle class,149999.0,0.0,Male,City
2441,White,Middle class,64999.0,1.0,Male,City
2442,White,Middle class,64999.0,0.0,Male,Suburb
2443,Black,Middle class,109999.0,1.0,Male,Suburb
2444,White,Upper class,300000.0,1.0,Female,Suburb
2445,White,Middle class,74999.0,1.0,Female,Small town
2446,White,Middle class,49999.0,1.0,Female,Suburb
2447,Native American,Lower class,9999.0,1.0,Female,City
2448,White,Upper class,300000.0,1.0,Female,City
2449,White,Middle class,99999.0,0.0,Male,Rural area
2450,White,Lower class,24999.0,1.0,Female,Suburb
2451,White,Middle class,99999.0,0.0,Male,Suburb
2452,White,Working class,34999.0,0.0,Female,Small town
2453,White,Working class,24999.0,1.0,Male,Small town
2454,White,Middle class,64999.0,1.0,Male,Suburb
2455,White,Middle class,149999.0,0.0,Female,City
2456,White,Working class,109999.0,1.0,Female,Suburb
2457,White,Middle class,74999.0,0.0,Female,Suburb
2458,White,Middle class,9999.0,0.0,Male,Suburb
2459,White,Working class,300000.0,0.0,Female,Small town
2460,Hispanic,Working class,59999.0,1.0,Male,Suburb
2461,White,Middle class,64999.0,0.0,Male,Small town
2462,Black,Middle class,109999.0,1.0,Male,City
2463,White,Middle class,39999.0,1.0,Male,Small town
2464,Black,Working class,124999.0,1.0,Male,Suburb
2465,Hispanic,Working class,74999.0,0.0,Male,City
2466,Black,Middle class,9999.0,0.0,Male,Suburb
2467,Asian,Middle class,89999.0,1.0,Female,Suburb
2468,White,Middle class,44999.0,0.0,Male,Rural area
2469,Hispanic,Middle class,174999.0,0.0,Male,Small town
2470,White,Upper class,89999.0,0.0,Male,City
2471,Hispanic,Middle class,74999.0,1.0,Male,City
2472,White,Middle class,249999.0,1.0,Female,Suburb
2473,White,Middle class,9999.0,0.0,Male,Small town
2474,White,Upper class,300000.0,0.0,Male,City
2475,White,Middle class,249999.0,0.0,Female,Suburb
2476,White,Upper class,249999.0,1.0,Female,Suburb
2477,White,Middle class,89999.0,0.0,Female,Suburb
2478,Hispanic,Working class,109999.0,1.0,Female,City
2479,Black,Working class,34999.0,1.0,Female,City
2480,White,Middle class,249999.0,0.0,Female,Suburb
2481,White,Working class,99999.0,0.0,Male,Rural area
2482,White,Middle class,74999.0,1.0,Male,Suburb
2483,White,Middle class,44999.0,0.0,Female,Small town
2484,White,Middle class,99999.0,1.0,Female,City
2485,White,Middle class,29999.0,1.0,Female,Small town
2486,White,Working class,79999.0,1.0,Male,City
2487,Black,Middle class,124999.0,1.0,Male,City
2488,White,Middle class,49999.0,1.0,Female,City
2489,White,Middle class,89999.0,1.0,Female,Suburb
2490,White,Middle class,124999.0,1.0,Male,Suburb
2491,Hispanic,Upper class,109999.0,1.0,Female,City
2492,Black,Middle class,89999.0,1.0,Male,City
2493,Asian,Middle class,300000.0,1.0,Male,Small town
2494,White,Middle class,124999.0,1.0,Female,Suburb
2495,White,Middle class,124999.0,1.0,Female,City
2496,White,Middle class,249999.0,1.0,Female,Suburb
2497,White,Working class,59999.0,0.0,Male,City
2498,White,Lower class,9999.0,0.0,Male,Small town
2499,Multiple,Working class,249999.0,1.0,Male,Suburb
2500,Black,Middle class,300000.0,1.0,Male,Suburb
2501,Hispanic,Upper class,249999.0,1.0,Male,City
2502,White,Middle class,79999.0,1.0,Male,City
2503,Black,Middle class,174999.0,1.0,Female,Suburb
2504,White,Middle class,34999.0,0.0,Female,Rural area
2505,White,Middle class,300000.0,0.0,Female,Rural area
2506,Multiple,Working class,14999.0,1.0,Female,Small town
2507,White,Working class,64999.0,0.0,Female,Small town
2508,White,Upper class,249999.0,1.0,Female,Small town
2509,White,Working class,44999.0,1.0,Female,City
2510,White,Working class,109999.0,1.0,Female,Rural area
2511,White,Middle class,59999.0,1.0,Female,Small town
2512,White,Working class,49999.0,0.0,Male,Rural area
2513,White,Working class,39999.0,0.0,Male,Suburb
2514,Asian,Middle class,44999.0,1.0,Male,City
2515,White,Working class,29999.0,0.0,Female,City
2516,White,Middle class,300000.0,1.0,Male,Suburb
2517,White,Middle class,39999.0,0.0,Female,Small town
2518,White,Middle class,74999.0,0.0,Male,Small town
2519,Hispanic,Working class,74999.0,0.0,Female,City
2520,Black,Middle class,24999.0,1.0,Female,City
2521,White,Middle class,24999.0,1.0,Male,Suburb
2522,White,Working class,9999.0,0.0,Female,City
2523,White,Middle class,49999.0,1.0,Female,Small town
2524,Black,Lower class,9999.0,1.0,Female,Rural area
2525,White,Middle class,9999.0,0.0,Male,Small town
2526,White,Middle class,149999.0,0.0,Female,Rural area
2527,White,Middle class,79999.0,1.0,Female,City
2528,White,Working class,49999.0,1.0,Male,Small town
2529,Asian,Middle class,300000.0,1.0,Male,Suburb
2530,White,Middle class,109999.0,0.0,Male,Small town
2531,White,Middle class,109999.0,1.0,Male,Suburb
2532,White,Working class,300000.0,1.0,Male,Suburb
2533,Black,Middle class,9999.0,1.0,Female,City
2534,White,Working class,59999.0,0.0,Male,Rural area
2535,White,Middle class,249999.0,0.0,Male,City
2536,White,Middle class,89999.0,1.0,Female,Small town
2537,Hispanic,Working class,29999.0,1.0,Female,Suburb
2538,Black,Working class,59999.0,1.0,Male,Small town
2539,Black,Lower class,19999.0,1.0,Female,City
2540,Multiple,Middle class,149999.0,1.0,Female,City
2541,Multiple,Lower class,300000.0,1.0,Female,Rural area
2542,Asian,Middle class,174999.0,1.0,Female,Suburb
2543,White,Lower class,24999.0,1.0,Female,City
2544,White,Middle class,149999.0,1.0,Female,Suburb
2545,White,Middle class,69999.0,0.0,Male,Rural area
2546,White,Middle class,34999.0,0.0,Female,City
2547,White,Middle class,74999.0,0.0,Female,Suburb
2548,White,Middle class,300000.0,0.0,Female,Small town
2549,White,Middle class,44999.0,0.0,Female,City
2550,Hispanic,Upper class,9999.0,0.0,Female,Small town
2551,White,Working class,24999.0,0.0,Female,Rural area
2552,Hispanic,Working class,79999.0,0.0,Female,City
2553,Asian,Middle class,109999.0,1.0,Male,City
2554,White,Working class,109999.0,0.0,Male,Rural area
